"","CITY_DEST_NAME","STATE_DEST_CD"
"23146","Northville","VT"
"23147","Boynton  Beach","FL"
"23148","ALLENTOWN ","PA"
"23149","Lorenton","NY"
"23150","Therma","CA"
"23151","lake buenavista","FL"
"23152","orcas island","WA"
"23153","Plainfield ","IL"
"23154","Cambdem","NJ"
"23155","Smynner","DE"
"23156","waialia","HI"
"23157","OLD SAYBROOKS","CT"
"23158","ACULORTH","GA"
"23159","Beamont","MI"
"23160","glenn bernie","MD"
"23161","MESIILA PARK","NM"
"23162","LYNNVILLE","TN"
"23163","Ridge","MD"
"23164","CLUTIER","IA"
"23165","New Yor","NY"
"23166","Pampano Beach","FL"
"23167","Arleta ","LA"
"23168","CDMX","IT"
"23169","HERITAGE HILLS","NJ"
"23170","MILAM","TX"
"23171","Belgium","MN"
"23172","Providence Forge","VA"
"23173","Charllotte ","NC"
"23174","RIVERSIE","CA"
"23175","Eagle Passl","TX"
"23176","Catskill ","NY"
"23177","Tallahassee ","FL"
"23178","North Hampton","ME"
"23179","NORTHEAST","NJ"
"23180","ASPIN","CO"
"23181","Ashton","NC"
"23182","FRAMINGHAM","CT"
"23183","SALT LAKE  CITY","UT"
"23184","WEST LAFAYETE","IN"
"23185","Hald ford","CT"
"23186","Pathoghe","NY"
"23187","New Port Richey ","FL"
"23188","grand fork","ND"
"23189","Orange","FL"
"23190","Arverna","NJ"
"23191","Esslingen","IT"
"23192","Rockypoint","NY"
"23193","Distric of Columbia","WA"
"23194","robstown","TN"
"23195","Chile ","IT"
"23196","Grand Forks","NC"
"23197","PRAYAGRAJ","IT"
"23198","Burien ","WA"
"23199","el pasol","TX"
"23200","Oregon ","WA"
"23201","Chevychase","MD"
"23202","Findley","OH"
"23203","New Yack","NJ"
"23204","birgminham","MI"
"23205","Cabazon ","CA"
"23206","Orobille","CA"
"23207","Plaines","IL"
"23208","CAPE CREEK","AZ"
"23209","Ponoma","CA"
"23210","SECURITY ","CO"
"23211","birmingham ","MI"
"23212","colorado","OH"
"23213","Fish Creek","WI"
"23214","St. Augustin e","FL"
"23215","Strout Burge","PA"
"23216","lyon","MI"
"23217","Richfield","CT"
"23218","Winterpark","FL"
"23219","Mellow Park","CA"
"23220","Melan","VA"
"23221","Kingsville ON","IT"
"23222","Wooster ","OH"
"23223","Jellico","TN"
"23224","MILWAUKKE","WI"
"23225","various","MT"
"23226","Warner Springs ","CA"
"23227","maine","CT"
"23228","Kailau","HI"
"23229","Pensaken","NJ"
"23230","MANITOBA ","IT"
"23231","Snover","MI"
"23232"," Baltimore","MD"
"23233","nash","TN"
"23234","Pataskala ","OH"
"23235","APOLLO BEACH, 33572","FL"
"23236","BLOCKISLAND","RI"
"23237","farm hills","MI"
"23238","JOLIET","ID"
"23239","maryvale","TN"
"23240","Italy ","TX"
"23241","PATERSON","NH"
"23242","Oxford ","CT"
"23243","Sedro Woolley ","WV"
"23244","LAKE CITY","UT"
"23245","Hunthsville","AL"
"23246","Mount Laurel ","NJ"
"23247","North Babylon ","NY"
"23248","WSEST FRIENDSHIP","MD"
"23249","Claremont","MN"
"23250","COEUR DALENE","ID"
"23251","Springhill","NY"
"23252","Wellsfleet","MA"
"23253","Roland","AZ"
"23254","Willsborough ","VT"
"23255","Fanwood ","NJ"
"23256","Pittsburgh, Newark","PA"
"23257","Brookefield","CT"
"23258","Warrior","AL"
"23259","Fortlaudardales","FL"
"23260","Harwood","MD"
"23261","Queen Batrix","IT"
"23262","Westbury","PA"
"23263","CASTHILL","NJ"
"23264","Bellview","NE"
"23265","Calvine","WA"
"23266","Natick","ME"
"23267","Monrose Township","NJ"
"23268","Boston, 02144","MA"
"23269","Cairnbrook","PA"
"23270","Mobile","IL"
"23271","Altona","IL"
"23272","Morago","CA"
"23273","El Paso, Mexico","IT"
"23274","Cast Lake","MN"
"23275","EL Paso ","TX"
"23276","Westlake","DC"
"23277","tukwilla","WA"
"23278","Seatte","WA"
"23279","indianaplos","IN"
"23280","Caeuy cake","MD"
"23281","mason","TN"
"23282","Encintas ","CA"
"23283","Chicago","TX"
"23284","Usta","MA"
"23285","olimito","TX"
"23286","Nelson","PA"
"23287","Oaland","CA"
"23288","HARRIET","AR"
"23289","FLAMINGTON ","NJ"
"23290","Los Fresnos","LA"
"23291","Rollingsford","NH"
"23292","SEGUIN","UT"
"23293","KISSIMMII","FL"
"23294","Lake Chelan","WA"
"23295","Atlanta City ","GA"
"23296","SOUTH HAMPTONN","NY"
"23297","albuquerque","NH"
"23298","Lincoln ","ME"
"23299","north ross","GA"
"23300","Decorh","IA"
"23301","Green burg","NC"
"23302","CHAPEL CITY","NC"
"23303","Richmond Hills","GA"
"23304","Oceantown","NJ"
"23305","CHRISTIANBURG","VA"
"23306","Springfiled","MO"
"23307","Hardy","VA"
"23308","LOS AGELOS","CA"
"23309","Fresh Medow","NY"
"23310","Hayfield","CT"
"23311","Sunny Isles Beach ","FL"
"23312","Glouchester","MA"
"23313","Sunland park ","NM"
"23314","petosky","MI"
"23315","braidington","FL"
"23316","Jersey, City","NJ"
"23317","BLACKSBURGH","VA"
"23318","FAIR BLUFF","NC"
"23319","LAVITTOWN","PA"
"23320","Mills","MA"
"23321","SOUTHPORTLAND","ME"
"23322","virginia beach","FL"
"23323","West Whittier","CA"
"23324","GEORGA","GA"
"23325","SPRINFIELD","MA"
"23326","BAKER","FL"
"23327"," Grand Rapids","MI"
"23328","Saint Peters ","MO"
"23329","Lake Champlain","VT"
"23330","SOUTH HADLY","MA"
"23331","Heawatha","IA"
"23332","EDCOUCH ","TX"
"23333","Harrisonburg","PA"
"23334","ALBURQUERQUE","TX"
"23335","NEWARK ","KY"
"23336","Nashua ","MA"
"23337","View point","NC"
"23338","Kissiimmee","FL"
"23339","WASHINGTON DC","VA"
"23340","PEACH","GA"
"23341","Burleson ","TX"
"23342","GRAND MARNIER","MN"
"23343","ST, THOMAS","VI"
"23344","Pembroke ","NH"
"23345","BARRON SPRINGS","MI"
"23346","Rayanhan","MA"
"23347","FLORAL PARK","NJ"
"23348","LAS MESA","NM"
"23349","Clint Township","MI"
"23350","Murfreesboro","AR"
"23351","WASHINGTON CITY","WA"
"23352","sierra vista ","AZ"
"23353","MINNEAPPOLIS","MN"
"23354","st claire shores","MI"
"23355","ST PETERSBURG","MN"
"23356","grenich","CT"
"23357","Kennet Square ","PA"
"23358","Lake wood ","NJ"
"23359","Sheburne","NH"
"23360","PHONEX","AZ"
"23361","Robertsdale","AZ"
"23362","Heathrow","CT"
"23363","Cookville","TN"
"23364","Santa Morena ","CA"
"23365","Lago Vista ","TX"
"23366","Collage Park","MD"
"23367","CINCINNATI","KY"
"23368","LOWELL","OH"
"23369","Quito, EC","IT"
"23370","ONTARIO,CANADA ","ND"
"23371","FORT LAUDERDLE","FL"
"23372","Conelius","NC"
"23373","IN TRABSIT","IT"
"23374","Carlos","CA"
"23375","Orange County","NJ"
"23376","Givings","TX"
"23377","boseman","MT"
"23378","Fuquay-Varina ","NC"
"23379","Chicago ","TX"
"23380","CINCINNATI","DE"
"23381","Newbern ","CT"
"23382","lawerenceville ","GA"
"23383","cardenas","CA"
"23384","San Fernando ","CA"
"23385","arcadi","CA"
"23386","Buena Park.","CA"
"23387","BOSTON, 02210","MA"
"23388","Huntsvile","AL"
"23389","Chula Vistal","CA"
"23390","Gadsden ","AL"
"23391","Red River Forge","KY"
"23392","NEWARK","PA"
"23393","HAZEL GREEN","KY"
"23394","SAN JOSE CITY","CA"
"23395","Clinton ","CT"
"23396","Hatboro ","PA"
"23397","HORIZON ","TX"
"23398","CEDERPARK","TX"
"23399","Rosindale","MA"
"23400","Escobares ","TX"
"23401","Valencia ","CA"
"23402","Grand Praire","TX"
"23403","SEVERN PARK","MD"
"23404","Clearmont","FL"
"23405","Purto Rico","IT"
"23406","Chihuahua","NM"
"23407","CLINTON CORNER","NY"
"23408","Harrietta","MI"
"23409","eaton","CT"
"23410","SEA BREEZE","NC"
"23411","clarston","MI"
"23412","Dallas for Worth","TX"
"23413","SANTA MARIA ","CA"
"23414","san diago","CA"
"23415","CLARK LAKE","MI"
"23416","Hollywood ","FL"
"23417","CANUTILLO ","TX"
"23418","Florence","LA"
"23419","CONCORDA","CA"
"23420","Alton ","VA"
"23421","Lindsay","TX"
"23422","Castle Grand","AZ"
"23423","Waretown ","NJ"
"23424","liberty","AZ"
"23425","Evertt","WA"
"23426","Bromfield","CO"
"23427","EAST STROUDSBURG ","PA"
"23428","Peru","IT"
"23429","Tamarind","FL"
"23430","Blackstock","SC"
"23431","ovido","FL"
"23432","Venetia","PA"
"23433","Manahattan","NY"
"23434","Gastasion","NJ"
"23435","HARBORTOWN","NJ"
"23436","GREATBARRINGTON","MA"
"23437","Hot Spring","AZ"
"23438","ANC","AK"
"23439","Toronto, Canada","MI"
"23440","Pomona ","CA"
"23441","Woodbury ","MN"
"23442","Fall River ","MA"
"23443","Anehiem","CA"
"23444","Winslow","IN"
"23445","botneau","ND"
"23446","Everton","WA"
"23447","Oxnar","CA"
"23448","carenco","LA"
"23449","Phonix","AZ"
"23450","Cambridgeheights","NY"
"23451","sacramento","SC"
"23452","Fayetville","GA"
"23453","LE VANT","ME"
"23454","Radcliffe","IA"
"23455","FURLONG","PA"
"23456","KENNAPOLIS","NC"
"23457","St. Louis Park ","MN"
"23458","North Hollywood ","CA"
"23459","Winfield Twp","MI"
"23460","Gladwyne","PA"
"23461","Si. Louis ","MI"
"23462","ringo","GA"
"23463","Rotten","IN"
"23464","Fort colins","CO"
"23465","annadel","VA"
"23466","Ossining ","NY"
"23467","Rosehill","NC"
"23468","MT LAGUNA","CA"
"23469","Sandy Springs","MD"
"23470","Collisensville","TN"
"23471","DUMON","NJ"
"23472","	wALLINGFORD","CT"
"23473","ChulaVista","CA"
"23474","Hyde Park - 02136","MA"
"23475","ST. LOUIS","MS"
"23476","Frenchburg","KY"
"23477","Jacobsburg","OH"
"23478","Saint Bernard","OH"
"23479","Atmar","NY"
"23480","QUAKER HILL","CT"
"23481","JESSIEVILLE","AR"
"23482","Lake Balboa","CA"
"23483","Washburn ","WI"
"23484","Urbana","IN"
"23485","Anne Arbor","MI"
"23486","Hazel","ND"
"23487","DELANCEY","NY"
"23488","Hanover ","PA"
"23489","Oak town","VA"
"23490","Curly","NJ"
"23491","Holliday","UT"
"23492","SC1493","CA"
"23493","Jackson, Atlanta","GA"
"23494","DERBY LINE ","VT"
"23495","Flowermound","TX"
"23496","Rice Canyon","UT"
"23497","Tri Citiese","WA"
"23498","savana","GA"
"23499","COCONOUT GREEN","FL"
"23500","Black bear","MN"
"23501","Locust Grove ","GA"
"23502","Taylormill","KY"
"23503","Pascagoula","MN"
"23504","Aspen","PA"
"23505","Zion Grove","PA"
"23506","Marcedes ","TX"
"23507","Schwenksville ","PA"
"23508","Matthew","NC"
"23509","Parkesburg ","PA"
"23510","Edwin","NJ"
"23511","Kitchener","CA"
"23512","BROKELINE","MA"
"23513","Tennec","NJ"
"23514","POWDER SPGS","GA"
"23515","DESOTOT","IA"
"23516","SAN ANSELME","CA"
"23517","LONG BEACH","CT"
"23518","bayswater","WA"
"23519","Hudson Heights","NY"
"23520","kenton","NJ"
"23521","Northport","FL"
"23522","VANCOVER ","WA"
"23523","Hannover","ND"
"23524","Davenpoprt","FL"
"23525","PITTSBURG","MD"
"23526","Neptune ","NJ"
"23527","Janesboro","AR"
"23528","Methuen ","MA"
"23529","Barajas-Panama","VA"
"23530","sugarland","TX"
"23531","Bradly","CT"
"23532","Mahtowa","MN"
"23533","Capaez","PR"
"23534","Apple Springs","TX"
"23535","NEWBURN","NC"
"23536","Morris town","NJ"
"23537","Monroe ","NY"
"23538","mount Horral","NJ"
"23539","FAIRBAULT","MN"
"23540","LAS CRUSES","NM"
"23541","Forrest Hills ","NY"
"23542","JAMAICA PLA","MA"
"23543","Maracopa","AZ"
"23544","DANIA BEACH,","FL"
"23545","Beloit","WY"
"23546","Allendale ","NJ"
"23547","phiadelphia","PA"
"23548","Ashburn ","VA"
"23549","brownsviile","TX"
"23550","Water ford","MI"
"23551","Kotsebu","AK"
"23552","Dulles","VI"
"23553","Bothhell","WA"
"23554","WINNIPEG, CANADA","IT"
"23555","transit","IT"
"23556","Wichata ","KS"
"23557","hiltonhead","SC"
"23558","LOMG VALLEY","NJ"
"23559","CLARSVILLE","TN"
"23560","Australia ","CA"
"23561","London, England","CA"
"23562","Mainville","NJ"
"23563","rosenburg","TX"
"23564","Arbuquerque","NM"
"23565","DEMING ","NM"
"23566","CLAIS","ME"
"23567","nogalges","AZ"
"23568","NEBO","NC"
"23569","Birmingham","MO"
"23570","old orchard ","ME"
"23571","Mansfield ","OH"
"23572","Oxbow","ME"
"23573","EAST HARFORD","CT"
"23574","Ottawa","IT"
"23575","BUENA VISTA LAKE","FL"
"23576","Northfolk","VI"
"23577","WILSON MILLS","NC"
"23578","Virgil ","CT"
"23579","Glandale","CA"
"23580","Redmonds","OR"
"23581","Honoluu","HI"
"23582","OAKLAND","IL"
"23583","Smithville","NC"
"23584","Itacha","NY"
"23585","Los angeles ","CA"
"23586","New Yrok City ","NY"
"23587","Cornwall ","PA"
"23588","Monticello ","NY"
"23589","Pearson","GA"
"23590","Calgary","IN"
"23591","Gunnoson","CO"
"23592","Canandagia","NY"
"23593","Piney Cove","GA"
"23594","Maryland","VA"
"23595","Arverne ","NY"
"23596","MANHATTA","NY"
"23597","Browns Valley","CA"
"23598","ELIZABETH ","IL"
"23599","Silversmith","MD"
"23600","NEW BRUNWICK","NJ"
"23601","roma ","TX"
"23602","PLAINFIELD ","NJ"
"23603","BAKERVILLE","CA"
"23604","Durhan","NC"
"23605","Chile","IT"
"23606","Fort Smith","AZ"
"23607","Broomfield","NJ"
"23608","St. Clare","MI"
"23609","Taipei, Taiwan","IT"
"23610","Jeffersonville","GA"
"23611","Rocksvill","MD"
"23612","MEaDVIE","AL"
"23613","Middleburg","OH"
"23614","lamoine beach","ME"
"23615","Candle Park","NJ"
"23616","629","FL"
"23617","gattenburg","TN"
"23618","Aston ","PA"
"23619","Chesterfield","OH"
"23620","Mendota","MN"
"23621","Queens, NY","NY"
"23622","salt lake","KS"
"23623","Tricity","TN"
"23624","Fort Eustis","VA"
"23625","Melford","MA"
"23626","Cork Town","MI"
"23627","Huntingdon Valley  ","PA"
"23628","Montreal, Canada","IT"
"23629","Johnson city","RI"
"23630","Woodbridge Township ","NJ"
"23631","Medfiled, 02052","MA"
"23632","Port Liberty","NJ"
"23633","ANEHEIM","CA"
"23634","SAWYER","MI"
"23635","Tollestone","AZ"
"23636","Costa Rica","IT"
"23637","MORENO  VALLEY ","CA"
"23638","Dickenson","ND"
"23639","Winnona ","TX"
"23640","South Roxana","IL"
"23641","BROCKTON ","MA"
"23642","ROCK LAND","NY"
"23643","HONDURAS","MS"
"23644","WHITE HALL","PA"
"23645","QUINCY ","MA"
"23646","key stone","SD"
"23647","Mexico City. ","CA"
"23648","Sandy Hook","CT"
"23649","Hankinson","NJ"
"23650","Pensacola","AL"
"23651","BRIGTHEN","MI"
"23652","Oxford ","MI"
"23653","cocomo","IN"
"23654","Lake Wenatchee State Park","WA"
"23655","Nashvile","TN"
"23656","New Yok City","NY"
"23657","Machanicsburg","PA"
"23658","Madrid","NE"
"23659","Pomona ","NY"
"23660","Hasting","MN"
"23661","Peru","NE"
"23662","International Falls","MS"
"23663","GRANDEUR","IT"
"23664","MEJIA","TX"
"23665","Auxford","MI"
"23666","Walpurgis","NJ"
"23667","Fortuna Foothills ","AZ"
"23668","ELLENDALE","DE"
"23669","Hercules ","CA"
"23670","MISSION VALLEY ","CA"
"23671","lake nebagamous","WI"
"23672","Downey","ID"
"23673","Prussia","PA"
"23674","Revere","MO"
"23675","Roslyn ","NY"
"23676","WICHETA","KS"
"23677","Chalotte","SC"
"23678","Annacortes","WA"
"23679","Paonia","CA"
"23680","MONTIBELLA","CA"
"23681","Reedwood","CA"
"23682","Fairborn ","OH"
"23683","Highgate spring","VT"
"23684","Hawley ","PA"
"23685","MUNCIE","TN"
"23686","BOULDER","CT"
"23687","LA MARQUS","TX"
"23688","WINTERLAKE","FL"
"23689","hayworth","NJ"
"23690","CASA GRANDE ","AZ"
"23691","Wilbaham","MA"
"23692","Solo","UT"
"23693","Wesley Chaple","FL"
"23694","Pleasanto","CA"
"23695","Brownsiville","TX"
"23696","ann arboro","MI"
"23697","Anatone","WA"
"23698","Decker","IN"
"23699","Ebonyville","NY"
"23700","LGA","NJ"
"23701","Bay View","NC"
"23702","Oakhill","WV"
"23703","GOLD VALLEY","AZ"
"23704","CALLAHAM","FL"
"23705","New Ypork","NY"
"23706","white fish bay ","WI"
"23707","mt arlington","NJ"
"23708","witchy wachee","FL"
"23709","Saint Maarten","IT"
"23710","Grantville","VT"
"23711","HARMONY","NC"
"23712","Lanikuhonua","HI"
"23713","ANDERSON ","IN"
"23714","Laguna Mountain","CA"
"23715","WAUSION","OH"
"23716","Kennessaw","GA"
"23717","cooliage","AZ"
"23718","KEENE","CA"
"23719","Yorkshire","NY"
"23720","DEFIANCE","MO"
"23721","Round Park","TX"
"23722","Phoenix2","AZ"
"23723","New Orleans  ","LA"
"23724","New yok","NY"
"23725","Albuntio","PA"
"23726"," East Rutherford","NJ"
"23727","SYDNEY","OH"
"23728","Westchester County","NY"
"23729","SAINTS JOHN","FL"
"23730","Hube Sound ","FL"
"23731","Netherlands ","IT"
"23732","Independance","OR"
"23733","Mount Verna","NY"
"23734","SOUTHEAST","OH"
"23735","town and country","FL"
"23736","Baltiimore","MD"
"23737","MASCOUTHA","IL"
"23738","buffelo","NY"
"23739","the piece","VA"
"23740","Newcastle","NE"
"23741","UNION","NH"
"23742","Boston - 02115","MA"
"23743","tacoma","CA"
"23744","blessings","TX"
"23745","Newtown","ND"
"23746","Grosse Point Woods","MI"
"23747","WANATHA","IN"
"23748","Borden","IN"
"23749","Coon Valley","WI"
"23750","Al","NY"
"23751","Williston ","NC"
"23752","Rendon","VA"
"23753","FERDALE","MI"
"23754","China ","IT"
"23755","Portland","PA"
"23756","Odessa","MN"
"23757","New york","NJ"
"23758","Boger City","NC"
"23759","Boken","CT"
"23760","Foxridge","NC"
"23761","Hampton River","VA"
"23762","Massapequa ","NY"
"23763","Harden","CT"
"23764","Hauppauge  ","NY"
"23765","Murrsville","PA"
"23766","mequcah","WI"
"23767","Longmire","WA"
"23768","Rehoboth Beach ","DE"
"23769","El Monty","CA"
"23770","Free Hold","NJ"
"23771","tuquila","WA"
"23772","Bayamom","PR"
"23773","Lanexa","VA"
"23774","Point Pleasant Beach ","NJ"
"23775","mcallne","TX"
"23776"," CLEWISTON","FL"
"23777","portsmouth","AR"
"23778","lanceville","PA"
"23779","District Heights ","MD"
"23780","Obrien","FL"
"23781","crystal City","VA"
"23782","Herdwick","VT"
"23783","Bruno","MN"
"23784","Clif Shepherd","NJ"
"23785","St. Jackson","VA"
"23786","Bristo","VA"
"23787","Alberqueque","NM"
"23788","Bakersfield ","CA"
"23789","gulf port","FL"
"23790","Omahar","NE"
"23791","St. Pittsburg","FL"
"23792","SALK LAKE CITY","UT"
"23793","HF3981","WA"
"23794","Cambridge, 02141","MA"
"23795","Wingdale","NY"
"23796","LAKE BONAPARTE","WA"
"23797","couer d alene","ID"
"23798","Edgemont","WA"
"23799","Snohomish ","WA"
"23800","Santa fe ","NM"
"23801","Cherokee","CA"
"23802","SHEATOWN","PA"
"23803","Fort Lauderdale","DC"
"23804","Santa Ana","HI"
"23805","PALMS SPRINGS","CA"
"23806","USVI  ","VI"
"23807","Frankiln Square ","NY"
"23808","Blackmountain","NC"
"23809","North Port","MD"
"23810","MONTEREY  ","CA"
"23811","Seattleu","WA"
"23812","Franklinton ","LA"
"23813","LA NIRADA","CA"
"23814","East Greenwich, 02818","RI"
"23815","Cary, 27513","NC"
"23816","san antonio ","TX"
"23817","Wykagyli","NY"
"23818","Challottesville","VA"
"23819","Hampton  ","NH"
"23820","linn san manuel","TX"
"23821","Middle Field ","CT"
"23822","Palmriver","NJ"
"23823"," Las Cruces","NM"
"23824","semiamoo","WA"
"23825","Ararat","NC"
"23826","EDISON ","NJ"
"23827","Lethbridge","IT"
"23828","Nantucket","ME"
"23829","York","NY"
"23830","Oradell ","NJ"
"23831","ACWORTH","NJ"
"23832","Grant Valkaria","FL"
"23833","SAN AGUSTIN","FL"
"23834","Toa Baja 00951","PR"
"23835","Chester Brook ","PA"
"23836","Grosse Pointe","ME"
"23837","Hartly","DE"
"23838","Newak","NJ"
"23839","f","FL"
"23840","wesalco","TX"
"23841","Brandsville","MO"
"23842","San Juan ","IT"
"23843","Montello","UT"
"23844","RICHFIELD","NY"
"23845","Ciattle","TX"
"23846","Tupelo","MA"
"23847","bridgeport ","CT"
"23848","Garards Fort","PA"
"23849","sobieski","WI"
"23850","WILKES BARKE","PA"
"23851","Shertz, TX","TX"
"23852","Toronto ","IT"
"23853","Mcallisterville ","PA"
"23854","Putan","CT"
"23855","Scotts","MI"
"23856","Farmington Hill","MI"
"23857","MELBOURNE","IT"
"23858","Hopewell Junction","NJ"
"23859","Decature","GA"
"23860","3049732","NH"
"23861","Fredricksburg","VA"
"23862","Sycuan","CA"
"23863","GARDEN GROVE ","CA"
"23864","Ashberry Park","NJ"
"23865","Nogles","AZ"
"23866","SPANISH FORK ","UT"
"23867","Isle LaMotte","VT"
"23868","La Quinta ","CA"
"23869","Wally Port","PA"
"23870","Baldwin  ","NY"
"23871","t","CA"
"23872","Newary","NJ"
"23873","ROCKY HILL","SC"
"23874","Fort Sam Houston","TX"
"23875","JONHSON CITY","TN"
"23876","snelville","GA"
"23877","WINDSOR ","CT"
"23878","BIRMINGHAM","PA"
"23879","Thompson","OH"
"23880","NUEVO LAREDO","NM"
"23881","BURDEN HILLS","CA"
"23882","kato","MN"
"23883","Stafford","WI"
"23884","Glen Cove Springs","FL"
"23885","New Bedford","NJ"
"23886","Pleasantvale","CA"
"23887","JHONSON","LA"
"23888","Sumner","GA"
"23889","Downsville","LA"
"23890","servern","MD"
"23891","OSLA","AR"
"23892","Pharr","TN"
"23893","Bloomington-Normal","IL"
"23894","Lebanon Springs","NY"
"23895","Linkin Park","MI"
"23896","Overland Pard","KS"
"23897","GETTYSBURG","OH"
"23898","Summerfield ","FL"
"23899","Harlengen","TX"
"23900","grosse","TX"
"23901","BEACH SHIRLEY","NY"
"23902","SANTA TERESA ","NM"
"23903","wood bridge","CA"
"23904","Rainer","OR"
"23905","Clarkson","WA"
"23906","chester","WY"
"23907","ELLSWORTH","MI"
"23908","ATALNTA","GA"
"23909","Mount Gretna","PA"
"23910","Point Plaza ","NJ"
"23911","West Palm Beach","CA"
"23912","Jacksonville ","NY"
"23913","Gran Jonson","CO"
"23914","Waves","NC"
"23915","Wanatchee","WA"
"23916","Hampton Forest","VA"
"23917","WATERTOWN-02472","MA"
"23918","Bridgemon","MI"
"23919","Lynden","NY"
"23920","Perris","CT"
"23921","Inwood","IA"
"23922","Middlebury ","VT"
"23923","Puyallup ","WA"
"23924","Dublin, Ireland","IT"
"23925","LAX","LA"
"23926","Laguarda","NY"
"23927","New Orleans","IL"
"23928","Medfield ","MA"
"23929","DURAGO","CO"
"23930","Alberson","NY"
"23931","elsa ","TX"
"23932","LEHY","UT"
"23933","Omak ","WA"
"23934","Internatioal Falls","MN"
"23935","Sannyside","WA"
"23936","mt clemons","MI"
"23937","Old Bridge ","NJ"
"23938","FT LAUDARDALE","FL"
"23939","Holyoke ","MA"
"23940","bellingham","CA"
"23941","Carmel Hamlet","NY"
"23942","Madison County","MT"
"23943","salt lake ","UT"
"23944","Plainvies","NY"
"23945","Buena Vista ","CO"
"23946","DEXTOR","MI"
"23947","NEWARK","NH"
"23948","Banquete","TX"
"23949","Redding ","PA"
"23950","Wellington City ","FL"
"23951","Lake Louse, AB CA","IT"
"23952","SNOWSHOE MOUNTAIN","WV"
"23953","KELLER","GA"
"23954","des moine","IA"
"23955","Tampa,FL","FL"
"23956","SHELBY TOWNS","MI"
"23957","Reigh","NC"
"23958","Palmview, TX","TX"
"23959","TEA NECK","NJ"
"23960","NEW HEBRON","MS"
"23961","missionb","TX"
"23962","MORENCI MINE","AZ"
"23963","fort lauterdale","FL"
"23964","Rhode Island","RI"
"23965","Bernards ","NJ"
"23966","Port Mill","SC"
"23967"," Gadsden","AZ"
"23968","Jacinta","CA"
"23969","North Garden","VA"
"23970","MASTIC","CT"
"23971","BENTOVILLE","AR"
"23972","Flintridge","CA"
"23973","BALTIMORE","WA"
"23974","Mesa","WA"
"23975","WAY LIVERMORE","CA"
"23976","Leigh","NE"
"23977","mazatlan","IT"
"23978","Eules","TX"
"23979"," Coral Springs","FL"
"23980","West Hazelton ","PA"
"23981","CAPE CODE","MA"
"23982","Albuquerque","NH"
"23983","CLEVELAND","MP"
"23984","Miami Lake","FL"
"23985","Venana ","VA"
"23986","Harrington Park ","NJ"
"23987","Spring Field Gardens ","NY"
"23988","Evanson","IL"
"23989","Furlong ","PA"
"23990","Crawley","LA"
"23991","PHILLADELPHIA","PA"
"23992","Guaynabo ","PR"
"23993","Alaska","AK"
"23994","Calexico 92231","CA"
"23995","Lehigh acres ","FL"
"23996","Rockway Beach","NY"
"23997","LEHIGH ACRESS","FL"
"23998","Fortlauredale","FL"
"23999","PICKRELLTOWN","OH"
"24000","Atlnata","GA"
"24001","Myrtil beach","NC"
"24002","Cuyahoga COUNTY","OK"
"24003","Longside","NJ"
"24004","new port richy","FL"
"24005","Pensylvania","PA"
"24006","Princeton","GA"
"24007","San Miguel ","CA"
"24008","Keystone","PA"
"24009","Greece","IT"
"24010","Glenmill","PA"
"24011","shenonville","OH"
"24012","Mongomery Village","MD"
"24013","Charlottesville.","VA"
"24014","Valley View ","PA"
"24015","Lakewood ","PA"
"24016","KANSAS CITY","MI"
"24017","33549","FL"
"24018","Westchester","VA"
"24019","Everett ","MA"
"24020","wilbur","NE"
"24021","decantur","GA"
"24022","Delta","IA"
"24023","w bloomfield","MI"
"24024","LARKSPAR","CA"
"24025","Wetminster","MD"
"24026","Syracose","NY"
"24027","Paulding","MI"
"24028","Austin ","CT"
"24029","McKinley Village","CA"
"24030","Vestaburg","MI"
"24031","Merriam ","KS"
"24032","Green Valley ","AZ"
"24033","Federicksburg","VA"
"24034","New Heavens","FL"
"24035","LA HABRA HIGHTS","CA"
"24036","Sheppard Air Force Base","TX"
"24037","BELLINGS","MT"
"24038","Cedar Rapid","IA"
"24039","Pal Desert","CA"
"24040","Aurora colorado","CO"
"24041","Saint Augustrine","FL"
"24042","Lanscaster","NY"
"24043","EASTLAKE ","CA"
"24044","ELp","TX"
"24045","TUC","AZ"
"24046","Parkview","NY"
"24047","Keystone Height","FL"
"24048","Elmira ","NY"
"24049","thailand","OR"
"24050","oaklands","CA"
"24051","ENCAMPMENT","WY"
"24052","Swan sea","MA"
"24053"," bronx","NY"
"24054","Sunny Isle Beach","FL"
"24055","KAHULA","HI"
"24056","Middleburg Heights  ","OH"
"24057","Hyde Paek","VT"
"24058","Greensboro","NY"
"24059","Rosco","IL"
"24060","Seville ","FL"
"24061","Eighty Four","PA"
"24062","Las Vegas","MS"
"24063","Sea girts","NJ"
"24064","Berlin Center","OH"
"24065","CHAP IN","SC"
"24066","Boston, 02114","MA"
"24067","WELLESLY, 02481","MA"
"24068","Fitchburg, 01420","MA"
"24069","Cherry Creek","NY"
"24070","ALBERQUEQUE","NM"
"24071","Brunsville","MN"
"24072","Margate, Philadelphia","PA"
"24073","HARFORD","CA"
"24074","Mar Vista","CA"
"24075","Mullens","WV"
"24076","rinny ville","KY"
"24077","CAMPTON HILL","IL"
"24078","Ward Lake","FL"
"24079","NEW DELHI, INDIA","IT"
"24080","SUMMERLIN","NV"
"24081","Gynwyd","PA"
